TEAM_ID,ABBREVIATION,date,rating
1610612765,DET,2015-11-13,1516.0254903601224
1610612766,CHA,2015-11-13,1504.7685481801223
1610612739,CLE,2015-11-13,1555.4343032027652
1610612744,GSW,2015-11-13,1588.1521171087074
1610612737,ATL,2015-11-14,1538.5763759255194
1610612738,BOS,2015-11-14,1503.1923715312043
1610612740,NOP,2015-11-14,1440.6300584012736
1610612741,CHI,2015-11-14,1524.8897932700222
1610612742,DAL,2015-11-14,1506.5109587971222
1610612743,DEN,2015-11-14,1512.5833212218915
1610612745,HOU,2015-11-14,1490.7317422624087
1610612746,LAC,2015-11-14,1505.3793237586565
1610612747,LAL,2015-11-14,1435.0172452865477
1610612748,MIA,2015-11-14,1528.6254213811628
1610612749,MIL,2015-11-14,1488.9510973599206
1610612750,MIN,2015-11-14,1491.9430172362247
1610612751,BKN,2015-11-14,1437.261272259153
1610612752,NYK,2015-11-14,1482.9294442190323
1610612753,ORL,2015-11-14,1502.142891965752
1610612754,IND,2015-11-14,1523.5019636893696
1610612755,PHI,2015-11-14,1420.5202162240857
1610612756,PHX,2015-11-14,1501.353818868663
1610612757,POR,2015-11-14,1480.003103714273
1610612758,SAC,2015-11-14,1468.4827049939793
1610612759,SAS,2015-11-14,1536.5768973224722
1610612760,OKC,2015-11-14,1525.1223007853405
1610612761,TOR,2015-11-14,1529.2579741350514
1610612762,UTA,2015-11-14,1489.9457242581475
1610612763,MEM,2015-11-14,1483.6657542072285
1610612764,WAS,2015-11-14,1489.3557468955082
1610612765,DET,2015-11-14,1516.0254903601224
1610612766,CHA,2015-11-14,1495.0684015891811
1610612739,CLE,2015-11-14,1563.6034509719786
1610612744,GSW,2015-11-14,1588.1521171087074
1610612737,ATL,2015-11-15,1538.5763759255194
1610612738,BOS,2015-11-15,1503.1923715312043
1610612740,NOP,2015-11-15,1440.6300584012736
1610612741,CHI,2015-11-15,1524.8897932700222
1610612742,DAL,2015-11-15,1516.057108437041
1610612743,DEN,2015-11-15,1502.2602226637748
1610612745,HOU,2015-11-15,1481.1855926224898
1610612746,LAC,2015-11-15,1515.68564919733
1610612747,LAL,2015-11-15,1435.0172452865477
1610612748,MIA,2015-11-15,1528.6254213811628
1610612749,MIL,2015-11-15,1501.0672978970792
